date,stkVal,cash,dret,val,downLow,downHigh,downDay,downKMax
2015-01-05,0,10000,,10000,10000,10000,0,0.0
2015-01-06,0,10000,0.0,10000,10000,10000,0,0.0
2015-01-07,0,10000,0.0,10000,10000,10000,0,0.0
2015-01-08,0,10000,0.0,10000,10000,10000,0,0.0
2015-01-09,0,10000,0.0,10000,10000,10000,0,0.0
2015-01-12,0,10000,0.0,10000,10000,10000,0,0.0
2015-01-13,0,10000,0.0,10000,10000,10000,0,0.0
2015-01-14,0,10000,0.0,10000,10000,10000,0,0.0
2015-01-15,0,10000,0.0,10000,10000,10000,0,0.0
2015-01-16,0,10000,0.0,10000,10000,10000,0,0.0
2015-01-19,0,10000,0.0,10000,10000,10000,0,0.0
2015-01-20,0,10000,0.0,10000,10000,10000,0,0.0
2015-01-21,0,10000,0.0,10000,10000,10000,0,0.0
2015-01-22,0,10000,0.0,10000,10000,10000,0,0.0
2015-01-23,0,10000,0.0,10000,10000,10000,0,0.0
2015-01-26,0,10000,0.0,10000,10000,10000,0,0.0
2015-01-27,0,10000,0.0,10000,10000,10000,0,0.0
2015-01-28,0,10000,0.0,10000,10000,10000,0,0.0
2015-01-29,0,10000,0.0,10000,10000,10000,0,0.0
2015-01-30,0,10000,0.0,10000,10000,10000,0,0.0
2015-02-16,0,10000,0.0,10000,10000,10000,0,0.0
2015-02-17,0,10000,0.0,10000,10000,10000,0,0.0
2015-02-25,0,10000,0.0,10000,10000,10000,0,0.0
2015-02-26,0,10000,0.0,10000,10000,10000,0,0.0
2015-02-27,0,10000,0.0,10000,10000,10000,0,0.0
2015-03-02,0,10000,0.0,10000,10000,10000,0,0.0
2015-03-03,0,10000,0.0,10000,10000,10000,0,0.0
2015-03-04,0,10000,0.0,10000,10000,10000,0,0.0
2015-03-05,0,10000,0.0,10000,10000,10000,0,0.0
2015-03-06,0,10000,0.0,10000,10000,10000,0,0.0
2015-03-09,0,10000,0.0,10000,10000,10000,0,0.0
2015-03-10,8999.460000000001,1000.539999999999,0.0,10000.0,10000,10000,0,0.0
2015-03-11,9092.88,1000.539999999999,0.00934199999999974,10093.419999999998,10000,10093.419999999998,0,0.0
2015-03-12,8937.18,1000.539999999999,-0.015425891323258,9937.72,9937.72,10093.419999999998,0,-0.015425891323258
2015-03-13,8937.18,1000.539999999999,0.0,9937.72,9937.72,10093.419999999998,0,-0.015425891323258
2015-03-16,9061.74,1000.539999999999,0.012534062139001545,10062.279999999999,9937.72,10093.419999999998,0,-0.0030851782646516
2015-03-17,9092.88,1000.539999999999,0.003094726046184215,10093.419999999998,9937.72,10093.419999999998,0,0.0
2015-03-18,9342.0,1000.539999999999,0.024681426117213023,10342.539999999999,9937.72,10342.539999999999,0,0.0
2015-03-19,9310.86,1000.539999999999,-0.003010865802791085,10311.4,9937.72,10342.539999999999,0,-0.003010865802791085
2015-03-20,8999.460000000001,1000.539999999999,-0.030199584925422296,10000.0,9937.72,10342.539999999999,0,-0.033119523830703046
2015-03-30,9061.74,1000.539999999999,0.0062279999999999,10062.279999999999,9937.72,10342.539999999999,0,-0.027097792225120765
2015-03-31,9964.800000000001,1000.539999999999,0.08974705533934668,10965.34,9937.72,10965.34,0,0.0
2015-04-01,10369.62,1000.539999999999,0.03691814389704273,11370.16,9937.72,11370.16,0,0.0
2015-04-02,10213.92,1000.539999999999,-0.013693738698488,11214.46,9937.72,11370.16,0,-0.013693738698488
2015-04-03,11241.539999999999,1000.539999999999,0.09163348034591046,12242.079999999998,9937.72,12242.079999999998,0,0.0
2015-04-07,12362.58,1000.539999999999,0.0915726739246927,13363.119999999999,9937.72,13363.119999999999,0,0.0
2015-04-08,13577.04,1000.539999999999,0.0908814707942458,14577.58,9937.72,14577.58,0,0.0
2015-04-14,14947.199999999999,1000.539999999999,0.09399090932788567,15947.739999999998,9937.72,15947.739999999998,0,0.0
2015-04-15,13452.480000000001,1000.539999999999,-0.09372613298185184,14453.02,9937.72,15947.739999999998,0,-0.09372613298185184
2015-04-16,13047.660000000002,1000.539999999999,-0.028009371051863186,14048.2,9937.72,15947.739999999998,0,-0.11911029399777007
2015-04-17,13421.339999999998,1000.539999999999,0.02659984909098645,14421.879999999997,9937.72,15947.739999999998,0,-0.0956787607523073
2015-04-20,12175.74,1000.539999999999,-0.08636876745611521,13176.279999999999,9937.72,15947.739999999998,0,-0.17378387157051722
2015-04-21,12206.88,1000.539999999999,0.00236333775542108,13207.419999999998,9937.72,15947.739999999998,0,-0.17183124380006198
2015-04-22,12393.72,1000.539999999999,0.014146593354341652,13394.259999999998,9937.72,15947.739999999998,0,-0.16011547717733043
2015-04-24,0,12771.46,-0.04649752953877251,12771.46,9937.72,15947.739999999998,0,-0.19916803258643545
2015-04-27,0,12771.46,0.0,12771.46,9937.72,15947.739999999998,0,-0.19916803258643545
2015-04-28,0,12771.46,0.0,12771.46,9937.72,15947.739999999998,0,-0.19916803258643545
2015-04-29,0,12771.46,0.0,12771.46,9937.72,15947.739999999998,0,-0.19916803258643545
2015-04-30,0,12771.46,0.0,12771.46,9937.72,15947.739999999998,0,-0.19916803258643545
2015-05-04,0,12771.46,0.0,12771.46,9937.72,15947.739999999998,0,-0.19916803258643545
2015-05-05,0,12771.46,0.0,12771.46,9937.72,15947.739999999998,0,-0.19916803258643545
2015-05-06,0,12771.46,0.0,12771.46,9937.72,15947.739999999998,0,-0.19916803258643545
2015-05-07,0,12771.46,0.0,12771.46,9937.72,15947.739999999998,0,-0.19916803258643545
2015-05-08,0,12771.46,0.0,12771.46,9937.72,15947.739999999998,0,-0.19916803258643545
2015-05-11,0,12771.46,0.0,12771.46,9937.72,15947.739999999998,0,-0.19916803258643545
2015-05-14,0,12771.46,0.0,12771.46,9937.72,15947.739999999998,0,-0.19916803258643545
2015-05-15,0,12771.46,0.0,12771.46,9937.72,15947.739999999998,0,-0.19916803258643545
2015-05-18,11493.9,1277.5599999999995,0.0,12771.46,9937.72,15947.739999999998,0,-0.19916803258643545
2015-05-19,11574.09,1277.5599999999995,0.0062788436091096855,12851.65,9937.72,15947.739999999998,0,-0.19413973390586992
2015-05-20,11627.55,1277.5599999999995,0.004159777149237653,12905.109999999999,9937.72,15947.739999999998,0,-0.19078753478549304
2015-05-21,11520.63,1277.5599999999995,-0.00828509016970802,12798.189999999999,9937.72,15947.739999999998,0,-0.197491933026247
2015-05-22,12108.69,1277.5599999999995,0.04594868493122872,13386.25,9937.72,15947.739999999998,0,-0.1606177427021006
2015-05-25,12723.48,1277.5599999999995,0.04592697730880557,14001.039999999999,9937.72,15947.739999999998,0,-0.12206745281776599
2015-05-26,13338.27,1277.5599999999995,0.0439103095198643,14615.83,9937.72,15947.739999999998,0,-0.08351716293343125
2015-05-27,14006.52,1277.5599999999995,0.04572097513449469,15284.08,9937.72,15947.739999999998,0,-0.04161467392871954
2015-05-28,14701.5,1277.5599999999995,0.0454708428639472,15979.06,9937.72,15979.06,0,0.0
2015-05-29,13979.79,1277.5599999999995,-0.045165985984156665,15257.35,9937.72,15979.06,0,-0.045165985984156665
2015-06-01,13552.11,1277.5599999999995,-0.02803108010237687,14829.67,9937.72,15979.06,0,-0.07193101471550889
2015-06-02,13525.38,1277.5599999999995,-0.0018024676206551682,14802.939999999999,9937.72,15979.06,0,-0.07360382901121854
2015-06-03,13097.7,1277.5599999999995,-0.02889155802833754,14375.26,9937.72,15979.06,0,-0.10036885774257054
2015-06-04,0,13733.74,-0.04462667110020968,13733.74,9937.72,15979.06,0,-0.14051640083959882
2015-06-05,0,13733.74,0.0,13733.74,9937.72,15979.06,0,-0.14051640083959882
2015-06-08,0,13733.74,0.0,13733.74,9937.72,15979.06,0,-0.14051640083959882
2015-06-09,0,13733.74,0.0,13733.74,9937.72,15979.06,0,-0.14051640083959882
2015-06-10,12358.5,1375.2399999999998,0.0,13733.74,9937.72,15979.06,0,-0.14051640083959882
2015-06-11,12088.86,1375.2399999999998,-0.019633399205169155,13464.1,9937.72,15979.06,0,-0.15739098545221053
2015-06-12,12695.550000000001,1375.2399999999998,0.04505982575886991,14070.79,9937.72,15979.06,0,-0.11942317007383407
2015-06-15,12897.78,1375.2399999999998,0.014372327353332714,14273.02,9937.72,15979.06,0,-0.10676723161437529
2015-06-16,12246.15,1375.2399999999998,-0.04565466873864121,13621.39,9937.72,15979.06,0,-0.14754747776152044
2015-06-17,12111.33,1375.2399999999998,-0.009897668299637563,13486.57,9937.72,15979.06,0,-0.1559847700678263
2015-06-18,0,12879.88,-0.044984751497230246,12879.88,9937.72,15979.06,0,-0.19395258544620275
2015-06-19,0,12879.88,0.0,12879.88,9937.72,15979.06,0,-0.19395258544620275
2015-06-23,0,12879.88,0.0,12879.88,9937.72,15979.06,0,-0.19395258544620275
2015-06-24,0,12879.88,0.0,12879.88,9937.72,15979.06,0,-0.19395258544620275
2015-06-25,0,12879.88,0.0,12879.88,9937.72,15979.06,0,-0.19395258544620275
2015-06-26,0,12879.88,0.0,12879.88,9937.72,15979.06,0,-0.19395258544620275
2015-06-29,0,12879.88,0.0,12879.88,9937.72,15979.06,0,-0.19395258544620275
2015-06-30,0,12879.88,0.0,12879.88,9937.72,15979.06,0,-0.19395258544620275
2015-07-01,0,12879.88,0.0,12879.88,9937.72,15979.06,0,-0.19395258544620275
2015-07-02,0,12879.88,0.0,12879.88,9937.72,15979.06,0,-0.19395258544620275
2015-07-03,0,12879.88,0.0,12879.88,9937.72,15979.06,0,-0.19395258544620275
2015-07-06,0,12879.88,0.0,12879.88,9937.72,15979.06,0,-0.19395258544620275
2015-07-07,0,12879.88,0.0,12879.88,9937.72,15979.06,0,-0.19395258544620275
2015-07-09,0,12879.88,0.0,12879.88,9937.72,15979.06,0,-0.19395258544620275
2015-07-10,0,12879.88,0.0,12879.88,9937.72,15979.06,0,-0.19395258544620275
2015-07-13,0,12879.88,0.0,12879.88,9937.72,15979.06,0,-0.19395258544620275
2015-07-14,0,12879.88,0.0,12879.88,9937.72,15979.06,0,-0.19395258544620275
2015-07-15,0,12879.88,0.0,12879.88,9937.72,15979.06,0,-0.19395258544620275
2015-07-16,0,12879.88,0.0,12879.88,9937.72,15979.06,0,-0.19395258544620275
2015-07-17,0,12879.88,0.0,12879.88,9937.72,15979.06,0,-0.19395258544620275
2015-07-20,0,12879.88,0.0,12879.88,9937.72,15979.06,0,-0.19395258544620275
2015-07-21,0,12879.88,0.0,12879.88,9937.72,15979.06,0,-0.19395258544620275
2015-07-22,0,12879.88,0.0,12879.88,9937.72,15979.06,0,-0.19395258544620275
2015-07-23,11590.400000000001,1289.4799999999977,0.0,12879.88,9937.72,15979.06,0,-0.19395258544620275
2015-07-24,12169.92,1289.4799999999977,0.04499420802057141,13459.399999999998,9937.72,15979.06,0,-0.15768512040132532
2015-07-27,11554.18,1289.4799999999977,-0.04574795310340729,12843.659999999998,9937.72,15979.06,0,-0.1962193020115076
2015-07-28,10974.66,1289.4799999999977,-0.04512109476582227,12264.139999999998,9937.72,15979.06,0,-0.23248676705638516
2015-07-29,11191.98,1289.4799999999977,0.017719954273189842,12481.459999999997,9937.72,15979.06,0,-0.2188864676645561
2015-07-30,10684.900000000001,1289.4799999999977,-0.04062665745834204,11974.38,9937.72,15979.06,0,-0.2506204995788238
2015-07-31,10467.58,1289.4799999999977,-0.018148747576075097,11757.059999999998,9937.72,15979.06,0,-0.264220798970653
2015-08-03,9960.5,1289.4799999999977,-0.04312983007656679,11249.979999999998,9937.72,15979.06,0,-0.2959548308849208
2015-08-04,10467.58,1289.4799999999977,0.045073857909080806,11757.059999999998,9937.72,15979.06,0,-0.264220798970653
2015-08-05,10286.48,1289.4799999999977,-0.015403510741631044,11575.959999999997,9937.72,15979.06,0,-0.2755543817971772
2015-08-06,10141.599999999999,1289.4799999999977,-0.012515592659269825,11431.079999999996,9937.72,15979.06,0,-0.2846212480583966
2015-08-07,10467.58,1289.4799999999977,0.028516990520580876,11757.059999999998,9937.72,15979.06,0,-0.264220798970653
2015-08-10,10974.66,1289.4799999999977,0.04312983007656679,12264.139999999998,9937.72,15979.06,0,-0.23248676705638516
2015-08-11,10938.44,1289.4799999999977,-0.002953325712198307,12227.919999999998,9937.72,15979.06,0,-0.23475348362169002
2015-08-12,11336.859999999999,1289.4799999999977,0.03258281048616585,12626.339999999997,9937.72,15979.06,0,-0.20981960140333678
2015-08-13,11807.72,1289.4799999999977,0.03729188347533818,13097.199999999997,9937.72,15979.06,0,-0.1803522860543738
2015-08-14,11735.28,1289.4799999999977,-0.00553095318083241,13024.759999999998,9937.72,15979.06,0,-0.18488571918498342
2015-08-17,12314.8,1289.4799999999977,0.044493718118414405,13604.279999999997,9937.72,15979.06,0,-0.148618254140106
2015-08-18,11699.06,1289.4799999999977,-0.04526075617379233,12988.539999999997,9937.72,15979.06,0,-0.18715243575028828
2015-08-19,11735.28,1289.4799999999977,0.0027886121149875986,13024.759999999998,9937.72,15979.06,0,-0.18488571918498342
2015-08-20,11228.2,1289.4799999999977,-0.03893200335361269,12517.679999999998,9937.72,15979.06,0,-0.21661975109925125
2015-08-21,10793.56,1289.4799999999977,-0.034722089077209306,12083.039999999997,9937.72,15979.06,0,-0.24382034988290946
2015-08-24,10250.26,1289.4799999999977,-0.044963850156914065,11539.739999999998,9937.72,15979.06,0,-0.27782109836248203
2015-08-25,9743.18,1289.4799999999977,-0.04394206455258087,11032.659999999998,9937.72,15979.06,0,-0.30955513027674975
2015-08-26,0,10561.799999999997,-0.04267873749394979,10561.799999999997,9937.72,15979.06,0,-0.3390224456257128
2015-08-27,0,10561.799999999997,0.0,10561.799999999997,9937.72,15979.06,0,-0.3390224456257128
2015-08-28,0,10561.799999999997,0.0,10561.799999999997,9937.72,15979.06,0,-0.3390224456257128
2015-08-31,0,10561.799999999997,0.0,10561.799999999997,9937.72,15979.06,0,-0.3390224456257128
2015-09-01,0,10561.799999999997,0.0,10561.799999999997,9937.72,15979.06,0,-0.3390224456257128
2015-09-02,0,10561.799999999997,0.0,10561.799999999997,9937.72,15979.06,0,-0.3390224456257128
2015-09-07,0,10561.799999999997,0.0,10561.799999999997,9937.72,15979.06,0,-0.3390224456257128
2015-09-08,0,10561.799999999997,0.0,10561.799999999997,9937.72,15979.06,0,-0.3390224456257128
2015-09-09,0,10561.799999999997,0.0,10561.799999999997,9937.72,15979.06,0,-0.3390224456257128
2015-09-10,0,10561.799999999997,0.0,10561.799999999997,9937.72,15979.06,0,-0.3390224456257128
2015-09-11,0,10561.799999999997,0.0,10561.799999999997,9937.72,15979.06,0,-0.3390224456257128
2015-09-14,0,10561.799999999997,0.0,10561.799999999997,9937.72,15979.06,0,-0.3390224456257128
2015-09-15,0,10561.799999999997,0.0,10561.799999999997,9937.72,15979.06,0,-0.3390224456257128
2015-09-30,0,10561.799999999997,0.0,10561.799999999997,9937.72,15979.06,0,-0.3390224456257128
2015-10-08,0,10561.799999999997,0.0,10561.799999999997,9937.72,15979.06,0,-0.3390224456257128
2015-10-09,0,10561.799999999997,0.0,10561.799999999997,9937.72,15979.06,0,-0.3390224456257128
2015-10-12,0,10561.799999999997,0.0,10561.799999999997,9937.72,15979.06,0,-0.3390224456257128
2015-10-13,9503.34,1058.4599999999973,0.0,10561.799999999997,9937.72,15979.06,0,-0.3390224456257128
2015-10-14,9974.58,1058.4599999999973,0.044617394762256346,11033.039999999997,9937.72,15979.06,0,-0.30953134915320446
2015-10-15,10485.09,1058.4599999999973,0.046271018685693166,11543.549999999997,9937.72,15979.06,0,-0.2775826613079869
2015-10-16,10759.980000000001,1058.4599999999973,0.02381329833543422,11818.439999999999,9937.72,15979.06,0,-0.2603795216990237
2015-10-19,10445.82,1058.4599999999973,-0.02658218851218952,11504.279999999997,9937.72,15979.06,0,-0.280040252680696
2015-10-20,10642.17,1058.4599999999973,0.017067560942536142,11700.629999999997,9937.72,15979.06,0,-0.2677522958171509
2015-10-21,10092.39,1058.4599999999973,-0.046987213509016246,11150.849999999997,9937.72,15979.06,0,-0.30215857503507737
2015-10-22,10170.93,1058.4599999999973,0.00704340924682878,11229.389999999998,9937.72,15979.06,0,-0.29724339228965924
2015-10-23,10524.36,1058.4599999999973,0.03147365974465233,11582.819999999998,9937.72,15979.06,0,-0.27512506993527786
2015-10-26,10563.63,1058.4599999999973,0.0033903660766547716,11622.089999999997,9937.72,15979.06,0,-0.272667478562569
2015-10-27,10524.36,1058.4599999999973,-0.003378910333683427,11582.819999999998,9937.72,15979.06,0,-0.27512506993527786
2015-10-28,10877.79,1058.4599999999973,0.030513294689894277,11936.249999999998,9937.72,15979.06,0,-0.2530067475808966
2015-10-29,10995.599999999999,1058.4599999999973,0.009869934024504978,12054.059999999996,9937.72,15979.06,0,-0.2456339734627696
2015-10-30,11034.87,1058.4599999999973,0.003257823505109725,12093.329999999998,9937.72,15979.06,0,-0.24317638209006043
2015-11-02,10681.44,1058.4599999999973,-0.02922520099922854,11739.899999999998,9937.72,15979.06,0,-0.2652947044444418
2015-11-03,10485.09,1058.4599999999973,-0.0167250146934812,11543.549999999997,9937.72,15979.06,0,-0.2775826613079869
2015-11-04,10838.519999999999,1058.4599999999973,0.030617097859843678,11896.979999999996,9937.72,15979.06,0,-0.25546433895360576
2015-11-05,10759.980000000001,1058.4599999999973,-0.006601675383164252,11818.439999999999,9937.72,15979.06,0,-0.2603795216990237
2015-11-06,10995.599999999999,1058.4599999999973,0.01993664138414175,12054.059999999996,9937.72,15979.06,0,-0.2456339734627696
2015-11-09,10956.33,1058.4599999999973,-0.0032578235051093918,12014.789999999997,9937.72,15979.06,0,-0.24809156483547856
2015-11-10,11152.68,1058.4599999999973,0.016342358043711203,12211.139999999998,9937.72,15979.06,0,-0.23580360797193345
2015-11-11,11702.46,1058.4599999999973,0.04502282342189168,12760.919999999996,9937.72,15979.06,0,-0.20139732875400695
2015-11-12,12291.51,1058.4599999999973,0.046160464919457356,13349.969999999998,9937.72,15979.06,0,-0.1645334581633714
2015-11-13,12212.97,1058.4599999999973,-0.00588315928799843,13271.429999999997,9937.72,15979.06,0,-0.16944864090878953
2015-11-16,12841.29,1058.4599999999973,0.04734380545276595,13899.749999999998,9937.72,15979.06,0,-0.1301271789454449
2015-11-17,12919.83,1058.4599999999973,0.0056504613392327485,13978.289999999997,9937.72,15979.06,0,-0.12521199620002688
2015-11-18,12566.400000000001,1058.4599999999973,-0.02528420858345326,13624.859999999999,9937.72,15979.06,0,-0.14733031855440815
2015-11-19,12487.86,1058.4599999999973,-0.005764462900903267,13546.319999999998,9937.72,15979.06,0,-0.15224550129982628
2015-11-20,12605.67,1058.4599999999973,0.008696826887302223,13664.129999999997,9937.72,15979.06,0,-0.1448727271816992
2015-11-23,12173.7,1058.4599999999973,-0.031613428736406934,13232.159999999998,9937.72,15979.06,0,-0.17190623228149848
2015-11-24,12095.16,1058.4599999999973,-0.0059355388689376065,13153.619999999997,9937.72,15979.06,0,-0.17682141502691662
2015-11-25,12134.43,1058.4599999999973,0.002985489925967144,13192.889999999998,9937.72,15979.06,0,-0.17436382365420755
2015-11-26,0,13035.809999999996,-0.011906413227124713,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2015-11-27,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2015-11-30,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2015-12-01,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2015-12-02,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2015-12-03,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2015-12-04,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2015-12-07,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2015-12-08,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2015-12-09,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2015-12-10,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2015-12-11,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2015-12-14,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2015-12-15,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2015-12-16,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2015-12-17,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2015-12-18,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2015-12-21,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2016-01-19,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2016-01-20,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2016-01-21,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2016-01-22,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2016-01-25,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2016-01-26,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2016-01-27,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2016-01-28,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2016-01-29,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2016-02-01,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2016-02-02,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2016-02-03,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2016-02-04,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2016-02-05,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2016-02-15,0,13035.809999999996,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2016-02-16,11730.6,1305.2099999999955,0.0,13035.809999999996,9937.72,15979.06,0,-0.18419418914504382
2016-02-17,11634.84,1305.2099999999955,-0.0073459186655835396,12940.049999999996,9937.72,15979.06,0,-0.19018703227849476
2016-02-18,11586.96,1305.2099999999955,-0.003700140262209217,12892.169999999995,9937.72,15979.06,0,-0.1931834538452203
2016-02-19,11491.199999999999,1305.2099999999955,-0.007427764294141381,12796.409999999994,9937.72,15979.06,0,-0.19917629697867112
2016-02-22,11634.84,1305.2099999999955,0.011225023268244927,12940.049999999996,9937.72,15979.06,0,-0.19018703227849476
2016-02-23,11826.36,1305.2099999999955,0.014800561048836869,13131.569999999996,9937.72,15979.06,0,-0.17820134601159288
2016-02-24,11826.36,1305.2099999999955,0.0,13131.569999999996,9937.72,15979.06,0,-0.17820134601159288
2016-02-25,11251.800000000001,1305.2099999999955,-0.0437540979486839,12557.009999999997,9937.72,15979.06,0,-0.2141584048122983
2016-02-26,10868.76,1305.2099999999955,-0.03050407700559299,12173.969999999996,9937.72,15979.06,0,-0.23812977734610197
2016-02-29,0,11647.289999999995,-0.04326279759191132,11647.289999999995,9937.72,15979.06,0,-0.271090414580082
2016-03-01,0,11647.289999999995,0.0,11647.289999999995,9937.72,15979.06,0,-0.271090414580082
2016-03-02,0,11647.289999999995,0.0,11647.289999999995,9937.72,15979.06,0,-0.271090414580082
2016-03-03,0,11647.289999999995,0.0,11647.289999999995,9937.72,15979.06,0,-0.271090414580082
2016-03-04,0,11647.289999999995,0.0,11647.289999999995,9937.72,15979.06,0,-0.271090414580082
2016-03-07,0,11647.289999999995,0.0,11647.289999999995,9937.72,15979.06,0,-0.271090414580082
2016-03-08,0,11647.289999999995,0.0,11647.289999999995,9937.72,15979.06,0,-0.271090414580082
2016-03-09,0,11647.289999999995,0.0,11647.289999999995,9937.72,15979.06,0,-0.271090414580082
2016-03-10,0,11647.289999999995,0.0,11647.289999999995,9937.72,15979.06,0,-0.271090414580082
2016-03-11,10481.44,1165.849999999995,0.0,11647.289999999995,9937.72,15979.06,0,-0.271090414580082
2016-03-14,10769.920000000002,1165.849999999995,0.024767993241346486,11935.769999999997,9937.72,15979.06,0,-0.25303678689484876
2016-03-15,10721.84,1165.849999999995,-0.004028227755729308,11887.689999999995,9937.72,15979.06,0,-0.25604572484238775
2016-03-16,10914.16,1165.849999999995,0.016178080013863116,12080.009999999995,9937.72,15979.06,0,-0.24400997305223238
2016-03-17,11058.4,1165.849999999995,0.011940387466566671,12224.249999999995,9937.72,15979.06,0,-0.23498315920961588
2016-03-18,11250.72,1165.849999999995,0.015732662535533848,12416.569999999994,9937.72,15979.06,0,-0.2229474074194605
2016-03-21,11346.88,1165.849999999995,0.00774448982287379,12512.729999999994,9937.72,15979.06,0,-0.21692953152438288
2016-03-22,11587.28,1165.849999999995,0.019212434057156225,12753.129999999996,9937.72,15979.06,0,-0.20188484178668853
2016-03-23,11539.199999999999,1165.849999999995,-0.0037700548806450795,12705.049999999994,9937.72,15979.06,0,-0.2048937797342275
2016-03-24,11394.960000000001,1165.849999999995,-0.011352965946611615,12560.809999999996,9937.72,15979.06,0,-0.2139205935768439
2016-03-25,11635.359999999999,1165.849999999995,0.019138893112784716,12801.209999999994,9937.72,15979.06,0,-0.19887590383914988
2016-03-28,11683.44,1165.849999999995,0.003755894950555616,12849.289999999995,9937.72,15979.06,0,-0.1958669658916109
2016-03-29,11731.52,1165.849999999995,0.003741840988879641,12897.369999999995,9937.72,15979.06,0,-0.19285802794407203
2016-03-30,11875.76,1165.849999999995,0.011183675431502671,13041.609999999995,9937.72,15979.06,0,-0.18383121410145553
2016-03-31,12308.48,1165.849999999995,0.03317995247519279,13474.329999999994,9937.72,15979.06,0,-0.15675077257360603
2016-04-01,12500.800000000001,1165.849999999995,0.014273065896412085,13666.649999999996,9937.72,15979.06,0,-0.14471502078345055
2016-04-05,12885.44,1165.849999999995,0.02814442456637134,14051.289999999995,9937.72,15979.06,0,-0.12064351720313982
2016-04-06,13125.84,1165.849999999995,0.017108749445780447,14291.689999999995,9937.72,15979.06,0,-0.10559882746544569
2016-04-07,12452.72,1165.849999999995,-0.04709869861436966,13618.569999999994,9937.72,15979.06,0,-0.14772395873098954
2016-04-08,12645.039999999999,1165.849999999995,0.014121893855228551,13810.889999999994,9937.72,15979.06,0,-0.13568820694083417
